study_name,job_hash,dataset,model,training_variant,evaluation_variant,evaluation_tier,seed,epochs,scenario,attack,dimension,scope,samples,members,nonmembers,suppressed,threshold,threshold_source,auc_roc,auc_ci_low,auc_ci_high,auc_pr,tpr_at_0_1_fpr,tpr_at_1_fpr,tpr_at_5_fpr,fpr_at_90_tpr,fpr_at_95_tpr,fpr_at_99_tpr,accuracy,balanced_accuracy,majority_class_accuracy,precision,recall,f1,mcc,attack_advantage,brier,ece,mean_loss,perplexity,pld_auc_roc,macro_auc_roc,worst_group_auc_roc,max_pairwise_gap,disparity_ratio
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,canada,1760,854,906,False,-3.38802576,calibration,0.507659,0.47442,0.544125,0.487405,0.0,0.001171,0.043326,0.886313,0.941501,0.985651,0.521023,0.512623,0.514773,0.514512,0.228337,0.316302,0.030696,0.015318,0.3296,0.240136,3.640674,41.488193,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,chile,1481,730,751,False,-3.41066994,calibration,0.488862,0.459003,0.528485,0.483611,0.005479,0.006849,0.036986,0.913449,0.964048,0.988016,0.49156,0.486124,0.50709,0.433526,0.10274,0.166113,-0.043198,-0.022275,0.339017,0.260702,3.958382,58.572856,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,colombia,1414,717,697,False,-4.33758195,calibration,0.490494,0.440758,0.529098,0.497986,0.002789,0.009763,0.040446,0.888092,0.94835,0.985653,0.510608,0.505048,0.507072,0.509897,0.898187,0.650505,0.016342,-0.019012,0.338207,0.257956,3.79761,50.140106,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,egypt,2584,1291,1293,False,-1.10014192,calibration,0.467404,0.413148,0.498418,0.474268,0.000775,0.009295,0.036406,0.901005,0.95437,0.993039,0.500387,0.500001,0.500387,0.5,0.000775,0.001547,2.2e-05,-0.065192,0.349702,0.272156,2.553455,14.946768,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,great britain,1730,871,859,False,-3.46531568,calibration,0.531676,0.492327,0.573259,0.52705,0.002296,0.006889,0.067738,0.880093,0.930151,0.990687,0.517919,0.519444,0.503468,0.538144,0.299656,0.384956,0.043287,0.063352,0.317583,0.228757,3.626345,42.492627,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,gulf,2436,1196,1240,False,-1.88702617,calibration,0.512731,0.470427,0.541535,0.501316,0.000836,0.008361,0.055184,0.904032,0.959677,0.989516,0.512315,0.506119,0.509031,0.510471,0.163043,0.247148,0.016824,0.025463,0.327036,0.232861,2.562419,14.796427,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,ireland,1612,839,773,False,-3.92874504,calibration,0.504361,0.448009,0.538798,0.522998,0.0,0.014303,0.060787,0.883571,0.936611,0.979301,0.511166,0.502102,0.520471,0.521926,0.72348,0.606394,0.004686,0.008723,0.331258,0.247053,3.625371,42.594165,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,levantine,2608,1288,1320,False,-2.89374844,calibration,0.43807,0.403235,0.469583,0.44888,0.001553,0.011646,0.02795,0.927273,0.975,0.997727,0.463957,0.465533,0.506135,0.466463,0.593944,0.522541,-0.071338,-0.12386,0.36437,0.299943,2.697921,16.157641,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,maghrebi,2687,1388,1299,False,-2.17262176,calibration,0.51157,0.471152,0.550976,0.536654,0.0,0.012968,0.068444,0.908391,0.962279,0.990762,0.50949,0.517565,0.516561,0.550725,0.273775,0.365736,0.040185,0.02314,0.327615,0.242092,2.551414,14.722442,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,mexico,1554,793,761,False,-4.00202434,calibration,0.480328,0.444598,0.526009,0.507473,0.005044,0.016393,0.059269,0.926413,0.969777,0.996058,0.484556,0.479896,0.510296,0.496454,0.706179,0.58303,-0.045058,-0.039344,0.343279,0.259813,3.737492,46.477013,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,new zealand,1667,814,853,False,-3.44471076,calibration,0.477072,0.450166,0.506344,0.472784,0.0,0.007371,0.040541,0.920281,0.962485,0.994138,0.505099,0.497484,0.511698,0.4811,0.17199,0.253394,-0.006626,-0.045856,0.344898,0.268446,3.75583,46.296672,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,peru,1455,747,708,False,-3.22835158,calibration,0.500822,0.457719,0.537824,0.498745,0.0,0.0,0.032129,0.877119,0.937853,0.981638,0.480412,0.491542,0.513402,0.463415,0.076305,0.131034,-0.030391,0.001645,0.333037,0.253567,3.88224,55.848149,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,portugal,4737,2350,2387,False,-4.15229515,calibration,0.509389,0.481818,0.536694,0.491304,0.0,0.002979,0.031915,0.874738,0.937579,0.984499,0.505172,0.505597,0.503905,0.501142,0.56,0.528939,0.01126,0.018778,0.328673,0.249314,4.057988,63.951439,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,spain,1621,789,832,False,-3.49417173,calibration,0.511957,0.478855,0.554585,0.505341,0.003802,0.012674,0.055767,0.884615,0.944712,0.99399,0.528069,0.519532,0.513263,0.541667,0.197719,0.289694,0.051083,0.023914,0.327458,0.244911,3.851046,51.778834,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,united states,1802,914,888,False,-3.72960749,calibration,0.463757,0.422578,0.502341,0.475534,0.0,0.007659,0.02407,0.920045,0.959459,0.992117,0.472808,0.471577,0.507214,0.482922,0.556893,0.517276,-0.057678,-0.072486,0.351554,0.270122,3.579257,40.084155,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety,venezuela,1568,763,805,False,-3.65151189,calibration,0.499187,0.457368,0.544219,0.485294,0.0,0.006553,0.053735,0.913043,0.951553,0.995031,0.503827,0.500496,0.513393,0.487267,0.376147,0.424556,0.001023,-0.001626,0.333846,0.249522,3.732355,48.567081,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,gender_language,G0|ar,5189,2595,2594,False,-2.17284502,calibration,0.511506,0.490629,0.53707,0.512343,0.0,0.010019,0.055106,0.888975,0.956438,0.991904,0.516863,0.516915,0.500096,0.537099,0.245472,0.336948,0.040283,0.023013,0.327611,0.246868,2.606046,15.375328,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,gender_language,G0|en,5146,2580,2566,False,-3.57098003,calibration,0.500662,0.473685,0.523446,0.499623,0.001163,0.009302,0.046899,0.881917,0.944271,0.985191,0.505441,0.505766,0.50136,0.508933,0.386434,0.439304,0.011875,0.001323,0.333035,0.246939,3.597732,41.010259,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,gender_language,G0|es,5157,2587,2570,False,-3.97295225,calibration,0.509784,0.490007,0.532195,0.506012,0.000773,0.008118,0.052571,0.896887,0.94786,0.989105,0.508823,0.508488,0.501648,0.508704,0.609973,0.554755,0.017338,0.019568,0.328473,0.237153,3.810528,51.150038,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,gender_language,G0|pt,5160,2575,2585,False,-4.4750244,calibration,0.519299,0.470947,0.550441,0.497272,0.0,0.001942,0.03767,0.862669,0.924178,0.976789,0.524612,0.525202,0.500969,0.514699,0.829515,0.635242,0.063519,0.038599,0.323714,0.234351,4.062167,66.009763,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,gender_language,G1|ar,5126,2568,2558,False,-1.24550174,calibration,0.454314,0.431174,0.476103,0.471862,0.001168,0.008567,0.042835,0.929633,0.969116,0.992572,0.49922,0.50019,0.500975,0.538462,0.002726,0.005424,0.00378,-0.091372,0.356213,0.281652,2.576908,14.939973,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,gender_language,G1|en,5184,2599,2585,False,-3.68859789,calibration,0.482707,0.46236,0.501407,0.480822,0.0,0.001924,0.037707,0.907544,0.952418,0.989168,0.490934,0.49107,0.50135,0.491416,0.440554,0.464597,-0.017952,-0.034586,0.342014,0.257957,3.683568,43.934665,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,gender_language,G1|es,5133,2560,2573,False,-3.46675214,calibration,0.49012,0.467316,0.511199,0.49063,0.002734,0.008984,0.042578,0.900894,0.951807,0.989118,0.494448,0.493603,0.501266,0.479532,0.160156,0.240117,-0.017168,-0.01976,0.338307,0.254432,3.869965,53.903604,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,gender_language,G1|pt,5129,2548,2581,False,-4.01600636,calibration,0.528588,0.493109,0.555737,0.520004,0.000785,0.012166,0.058477,0.885703,0.935684,0.986052,0.522714,0.52226,0.503217,0.522707,0.451727,0.484632,0.044971,0.057176,0.31907,0.229479,4.03278,63.977768,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,language_summary,summary:language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.499636,0.4834,0.040125,0.923357
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,variety_summary,summary:variety,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.496074,0.43807,0.096211,0.819924
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,gender_language_summary,summary:gender_language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.499623,0.454314,0.074274,0.859486
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,loss,gender_gap,gap:G0-G1,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.006305,0.500497,0.497344,0.006305,0.987481
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,all,all,41224,20612,20612,False,0.25269629,calibration,0.50347,0.493807,0.512366,0.50072,0.001358,0.009072,0.046526,0.898603,0.947506,0.988599,0.501528,0.501528,0.5,0.500931,0.822434,0.622629,0.003986,0.006941,0.331602,0.247192,3.529543,43.770165,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,gender,G0,20652,10337,10315,False,0.25184685,calibration,0.503822,0.491129,0.518253,0.502023,0.001064,0.00919,0.049434,0.899273,0.946292,0.989239,0.503002,0.502683,0.500533,0.502211,0.801973,0.617643,0.006699,0.007645,0.33143,0.245315,3.517741,43.347496,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,gender,G1,20572,10275,10297,False,0.47063785,calibration,0.503261,0.493172,0.516515,0.499669,0.000973,0.009246,0.046521,0.896863,0.948334,0.987181,0.501458,0.501329,0.500535,0.501217,0.38073,0.432743,0.00274,0.006521,0.331711,0.246658,3.541392,44.194477,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,language,ar,10315,5163,5152,False,0.66828468,calibration,0.495551,0.476596,0.510658,0.500809,0.001743,0.012202,0.052683,0.904503,0.951669,0.990877,0.499467,0.499995,0.500533,0.5,0.004648,0.009211,-7.3e-05,-0.008898,0.335574,0.251915,2.591566,15.15898,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,language,en,10330,5179,5151,False,0.71840203,calibration,0.504894,0.489765,0.519623,0.504003,0.002703,0.009268,0.049044,0.896719,0.947001,0.98544,0.498064,0.499258,0.501355,0.495114,0.058699,0.104954,-0.003138,0.009788,0.330902,0.247604,3.640808,42.477841,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,language,es,10290,5147,5143,False,0.33679039,calibration,0.507599,0.495429,0.518353,0.502667,0.001554,0.009909,0.046241,0.885864,0.941085,0.986778,0.509427,0.509323,0.500194,0.506284,0.77482,0.612408,0.022006,0.015199,0.32955,0.245068,3.840177,52.52361,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,language,pt,10289,5123,5166,False,0.26470128,calibration,0.502599,0.472935,0.520918,0.493814,0.0,0.007027,0.041382,0.893728,0.943477,0.987224,0.497522,0.498768,0.50209,0.497139,0.796994,0.612328,-0.00307,0.005198,0.33205,0.246866,4.047518,64.996827,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,argentina,1197,608,589,False,0.33831045,calibration,0.508992,0.463484,0.546141,0.511178,0.004934,0.008224,0.039474,0.911715,0.943973,0.989813,0.521303,0.518543,0.507937,0.521685,0.692434,0.595053,0.03956,0.017983,0.328974,0.242323,3.952914,57.85499,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,australia,1759,887,872,False,0.6654161,calibration,0.493592,0.437573,0.526904,0.494507,0.003382,0.006764,0.039459,0.892202,0.932339,0.985092,0.492325,0.495658,0.504264,0.484375,0.104848,0.172382,-0.013924,-0.012815,0.336633,0.262365,3.623365,42.18001,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,brazil,5552,2773,2779,False,0.26470128,calibration,0.500059,0.47153,0.525712,0.497537,0.001803,0.009737,0.045438,0.88665,0.935228,0.989924,0.49928,0.499593,0.50054,0.499202,0.789398,0.611623,-0.001,0.000117,0.333334,0.249144,4.038584,65.888757,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,canada,1760,854,906,False,0.39100264,calibration,0.533354,0.498464,0.569215,0.511605,0.003513,0.010539,0.070258,0.828918,0.899558,0.983444,0.523295,0.532641,0.514773,0.505226,0.848946,0.633464,0.084085,0.066709,0.316756,0.233097,3.640674,41.488193,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,chile,1481,730,751,False,0.63991045,calibration,0.527138,0.492776,0.559833,0.51127,0.0,0.008219,0.053425,0.881491,0.936085,0.994674,0.513842,0.50773,0.50709,0.54902,0.076712,0.134615,0.030523,0.054276,0.31987,0.237002,3.958382,58.572856,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,colombia,1414,717,697,False,0.33708493,calibration,0.550628,0.518878,0.586337,0.550704,0.002789,0.019526,0.061367,0.856528,0.912482,0.982783,0.533946,0.529981,0.507072,0.526268,0.810321,0.638111,0.072458,0.101257,0.308124,0.209866,3.79761,50.140106,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,egypt,2584,1291,1293,False,0.08059686,calibration,0.476309,0.444927,0.511813,0.488236,0.003098,0.010844,0.049574,0.91338,0.953596,0.990719,0.499226,0.499571,0.500387,0.499386,0.945004,0.653455,-0.00189,-0.047383,0.345248,0.267512,2.553455,14.946768,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,great britain,1730,871,859,False,0.70055458,calibration,0.483783,0.43691,0.513771,0.496601,0.001148,0.009185,0.052813,0.916182,0.960419,0.988359,0.497688,0.500691,0.503468,0.508621,0.067738,0.119554,0.002763,-0.032434,0.341543,0.260948,3.626345,42.492627,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,gulf,2436,1196,1240,False,0.24282232,calibration,0.485926,0.447348,0.516254,0.49672,0.005853,0.018395,0.063545,0.917742,0.96129,0.992742,0.477422,0.480196,0.509031,0.475832,0.633779,0.543564,-0.041623,-0.028149,0.34044,0.261412,2.562419,14.796427,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,ireland,1612,839,773,False,0.3781998,calibration,0.490108,0.457915,0.524885,0.516214,0.002384,0.008343,0.040524,0.905563,0.958603,0.988357,0.492556,0.482799,0.520471,0.508831,0.721097,0.596647,-0.039065,-0.019784,0.338378,0.257544,3.625371,42.594165,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,levantine,2608,1288,1320,False,0.17911989,calibration,0.501372,0.469434,0.530841,0.492174,0.002329,0.00854,0.045031,0.896212,0.945455,0.991667,0.494632,0.498301,0.506135,0.492802,0.79736,0.609134,-0.004239,0.002744,0.332711,0.240893,2.697921,16.157641,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,maghrebi,2687,1388,1299,False,0.62483756,calibration,0.51451,0.483284,0.544571,0.526975,0.0,0.012248,0.056196,0.886066,0.949192,0.991532,0.484927,0.501219,0.516561,0.590909,0.009366,0.01844,0.013518,0.02902,0.326146,0.245813,2.551414,14.722442,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,mexico,1554,793,761,False,0.3221388,calibration,0.481773,0.452002,0.52095,0.497072,0.0,0.010088,0.041614,0.898817,0.968463,0.996058,0.500644,0.493406,0.510296,0.506425,0.844893,0.63327,-0.018533,-0.036454,0.342556,0.268822,3.737492,46.477013,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,new zealand,1667,814,853,False,0.50404669,calibration,0.512285,0.47767,0.552628,0.495961,0.007371,0.015971,0.044226,0.878077,0.953107,0.989449,0.512897,0.513838,0.511698,0.501111,0.554054,0.526254,0.027757,0.02457,0.327291,0.237253,3.75583,46.296672,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,peru,1455,747,708,False,0.3851794,calibration,0.504349,0.463691,0.537371,0.513855,0.001339,0.009371,0.052209,0.888418,0.94209,0.973164,0.517526,0.513676,0.513402,0.524013,0.657296,0.583135,0.028552,0.008698,0.331274,0.256316,3.88224,55.848149,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,portugal,4737,2350,2387,False,0.23461374,calibration,0.505832,0.477716,0.534989,0.490811,0.0,0.004681,0.037021,0.902807,0.951403,0.986594,0.497572,0.500305,0.503905,0.496274,0.850213,0.626725,0.000855,0.011664,0.330452,0.24087,4.057988,63.951439,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,spain,1621,789,832,False,0.38242282,calibration,0.494036,0.459814,0.530318,0.483592,0.002535,0.008872,0.046895,0.879808,0.933894,0.985577,0.482418,0.488129,0.513263,0.478448,0.703422,0.569523,-0.026304,-0.011928,0.336418,0.257249,3.851046,51.778834,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,united states,1802,914,888,False,0.467847,calibration,0.520421,0.48792,0.561393,0.523905,0.001094,0.012035,0.055799,0.891892,0.949324,0.980856,0.50222,0.501019,0.507214,0.508088,0.584245,0.543511,0.002066,0.040841,0.323212,0.24015,3.579257,40.084155,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,variety,venezuela,1568,763,805,False,0.47615135,calibration,0.489485,0.459773,0.528974,0.47166,0.0,0.009174,0.027523,0.895652,0.932919,0.981366,0.500638,0.496843,0.513393,0.482206,0.355177,0.409057,-0.006581,-0.02103,0.338697,0.256709,3.732355,48.567081,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,gender_language,G0|ar,5189,2595,2594,False,0.07631597,calibration,0.516582,0.492735,0.544118,0.516216,0.001156,0.01079,0.059345,0.896299,0.951812,0.995759,0.497784,0.497695,0.500096,0.498899,0.960694,0.656744,-0.012213,0.033164,0.325073,0.23492,2.606046,15.375328,,,,,
pilot_model_family_pan17,0f98ced05c862516,pan17_multilingual,olmo2_1b,balanced,balanced_audit,full,29,1,finetuning,reference,gender_language,G0|en,5146,2580,2566,False,0.71840203,calibration,0.504191,0.487392,0.520095,0.50987,0.003488,0.00969,0.052713,0.903741,0.961029,0.989088,0.501555,0.502798,0.50136,0.533937,0.045736,0.084256,0.013802,0.008382,0.33127,0.24966,3.597732,41.010259,,,,,
